Title;Authors;Year;Journal_Conference;DOI_URL;Database_source;Abstract;Inclusion_Exclusion_decision;Reason_for_inclusion_exclusion;Internal_Source_ID
Computational RNNs for cardiac regeneration;Q. Phillips, R. Campbell, S. Parker;2020;Genome Biology;https://doi.org/10.1093/bioinformatics/btac391;PubMed;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;PMID:40600059
Explainable AI methods for cardiomyocyte analysis;N. Perez, O. Roberts, P. Turner;2017;Nature Methods;https://doi.org/10.1038/s41467-17-49651-9;PubMed;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600060
Graph Neural Networks methods for cardiomyocyte analysis;A. Smith, B. Johnson, C. Williams;2025;Epigenetics & Chromatin;https://doi.org/10.1093/bioinformatics/btac779;PubMed;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600061
Novel spatial transcriptomics for cardiovascular research;M. White, N. Harris, O. Martin;2016;Nature;https://doi.org/10.1038/s41467-16-24029-8;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600062
Spatially-resolved cardiac regeneration in cardiac development;M. White, N. Harris, O. Martin;2017;IEEE Transactions on Medical Imaging;https://doi.org/10.1093/bioinformatics/btab834;IEEE Xplore;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;IEEE:1234663
Advanced induced pluripotent stem cell cardiomyocytes in spatial cardiac data;E. Hill, F. Scott, G. Green;2020;Circulation Research;https://doi.org/10.1093/bioinformatics/btad357;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600064
Multi-modal single-cell analysis in cardiac biology;E. Hill, F. Scott, G. Green;2015;Genome Biology;https://doi.org/10.1093/bioinformatics/btac145;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600065
Integrative neural networks in heart disease;K. Nelson, L. Carter, M. Mitchell;2015;PLOS Computational Biology;https://doi.org/10.1093/bioinformatics/btac265;PubMed;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Limited deep learning component;PMID:40600066
Multi-modal multi-omics in cardiac biology;H. Adams, I. Baker, J. Gonzalez;2022;Nucleic Acids Research;https://doi.org/10.1093/bioinformatics/btaa214;Oxford Academic;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;PMID:40600067
Attention Mechanisms applications in cardiac tissue analysis;Y. Hall, Z. Allen, A. Young;2016;Nature;https://doi.org/10.1038/s41467-16-58393-9;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Preliminary results without validation;PMID:40600068
Integrative LSTM networks in heart disease;S. Robinson, T. Clark, U. Rodriguez;2023;Nature;https://doi.org/10.1038/s41467-23-15482-4;PubMed;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Limited deep learning component;PMID:40600069
Explainable AI for predictive modeling in cardiology;Q. Phillips, R. Campbell, S. Parker;2020;Bioinformatics;https://doi.org/10.1093/bioinformatics/btab798;Oxford Academic;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;PMID:40600070
Graph Neural Networks methods for cardiomyocyte analysis;P. Thompson, Q. Garcia, R. Martinez;2018;Cell;https://doi.org/10.1093/bioinformatics/btad735;PubMed;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Limited deep learning component;PMID:40600071
Integrative spatially resolved transcriptomics in heart disease;N. Perez, O. Roberts, P. Turner;2017;Frontiers in Genetics;https://doi.org/10.1093/bioinformatics/btab522;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Insufficient interpretability methodology;PMID:40600072
Cardiac Regeneration for predictive modeling in cardiology;H. Adams, I. Baker, J. Gonzalez;2015;Science;https://doi.org/10.1093/bioinformatics/btad921;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Purely theoretical without experimental validation;PMID:40600073
Integrative induced pluripotent stem cell cardiomyocytes in heart disease;M. White, N. Harris, O. Martin;2025;Frontiers in Genetics;https://doi.org/10.1093/bioinformatics/btaa491;PubMed;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Duplicate methodology from included studies;PMID:40600074
Computational single-cell analysis for cardiac regeneration;J. Anderson, K. Thomas, L. Jackson;2015;BMC Bioinformatics;https://doi.org/10.1093/bioinformatics/btad458;PubMed;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Limited deep learning component;PMID:40600075
Deep Learning applications in cardiac tissue analysis;J. Anderson, K. Thomas, L. Jackson;2019;Frontiers in Genetics;https://doi.org/10.1093/bioinformatics/btab508;PubMed;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;PMID:40600076
Novel multi-omics for cardiovascular research;N. Perez, O. Roberts, P. Turner;2020;IEEE Transactions on Medical Imaging;https://doi.org/10.1093/bioinformatics/btac459;IEEE Xplore;This study explores integrated omics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Multi-omics Integration methodology relevant to cardiac research;IEEE:1234677
Attention Mechanisms methods for cardiomyocyte analysis;S. Robinson, T. Clark, U. Rodriguez;2025;Epigenetics & Chromatin;https://doi.org/10.1093/bioinformatics/btac128;PubMed;This study explores transformer models applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Exclude;Duplicate methodology from included studies;PMID:40600078
Spatially-resolved RNNs in cardiac development;G. Wilson, H. Moore, I. Taylor;2016;IEEE Transactions on Medical Imaging;https://doi.org/10.1093/bioinformatics/btac139;IEEE Xplore;This study explores LSTM networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Recurrent Neural Networks methodology relevant to cardiac research;IEEE:1234679
Explainable AI for predictive modeling in cardiology;S. Robinson, T. Clark, U. Rodriguez;2016;bioRxiv;https://doi.org/10.1101/2016.07.20.636265;bioRxiv preprint;This study explores explainable artificial intelligence applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Explainable AI methodology relevant to cardiac research;bioRxiv:2024.06.24.924629
Spatially-resolved GNN applications in cardiac development;Q. Phillips, R. Campbell, S. Parker;2016;Journal of Cardiovascular Research;https://doi.org/10.1093/bioinformatics/btab360;PubMed;This study explores graph neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Graph Neural Networks methodology relevant to cardiac research;PMID:40600081
Spatial Transcriptomics methods for cardiomyocyte analysis;A. Smith, B. Johnson, C. Williams;2015;Stem Cell Reports;https://doi.org/10.1093/bioinformatics/btab472;PubMed;This study explores spatially resolved transcriptomics applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Spatial Transcriptomics methodology relevant to cardiac research;PMID:40600082
Cardiac Regeneration for predictive modeling in cardiology;E. Hill, F. Scott, G. Green;2021;Genome Biology;https://doi.org/10.1093/bioinformatics/btac779;PubMed;This study explores heart regeneration applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Cardiac Regeneration methodology relevant to cardiac research;PMID:40600083
Advanced induced pluripotent stem cell cardiomyocytes in spatial cardiac data;Y. Hall, Z. Allen, A. Young;2016;Briefings in Bioinformatics;https://doi.org/10.1093/bioinformatics/btad434;Oxford Academic;This study explores induced pluripotent stem cell cardiomyocytes applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;iPSC-CM Differentiation methodology relevant to cardiac research;PMID:40600084
Integrative scRNA-seq in heart disease;Y. Hall, Z. Allen, A. Young;2021;Briefings in Bioinformatics;https://doi.org/10.1093/bioinformatics/btab530;Oxford Academic;This study explores scRNA-seq applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Single-cell Analysis methodology relevant to cardiac research;PMID:40600085
Integrative neural networks in heart disease;E. Hill, F. Scott, G. Green;2025;Journal of Cardiovascular Research;https://doi.org/10.1093/bioinformatics/btac515;PubMed;This study explores neural networks applications in cardiac research, providing insights into cardiovascular biology and regenerative medicine.;Include;Deep Learning methodology relevant to cardiac research;PMID:40600086
